f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,treatment,exposure,visit,conversion
2,0,0.737831,2,6.027943,1.661352,3,0.685308,2,2.582238,-1.0,2.556899,0,0,0,0
0,0,0.39482,2,-1.0,0.360471,3,0.713008,3,1.534443,1.206968,1.004097,0,0,0,0
3,1,0.459367,2,0.324356,0.550255,2,-1.0,0,-1.0,0.319621,0.324766,0,0,0,0
2,2,1.077382,0,1.979222,1.372015,1,0.820807,3,0.788099,0.613067,-1.0,1,1,0,0
-1,1,1.239906,0,2.166371,1.199636,-1,0.569385,0,1.312414,1.768227,0.622378,1,1,0,0
0,1,-1.0,0,0.263768,1.588953,3,7.614162,1,13.25805,1.424154,1.851315,0,0,0,0
0,1,1.486437,0,0.586933,0.166612,2,3.699424,1,3.343201,0.515673,0.268408,0,0,0,0
2,2,-1.0,2,2.401866,0.857068,1,0.132281,2,1.44014,-1.0,-1.0,0,0,0,0
0,4,2.054971,0,0.441797,-1.0,2,0.754962,1,2.072431,0.44959,1.128092,0,0,0,0
2,0,2.182558,3,1.325996,2.11356,2,1.879344,2,1.078812,0.481654,0.290472,0,0,0,0
3,1,0.580108,0,4.157077,2.256405,1,3.784473,1,-1.0,1.158675,0.81717,0,0,0,0
0,0,1.848081,1,0.091402,1.285642,1,0.657062,3,2.586832,3.324044,-1.0,0,0,1,0
1,2,0.433027,1,-1.0,-1.0,1,0.806243,2,0.549389,-1.0,0.451565,1,1,0,0
1,2,-1.0,0,1.299054,1.651148,2,1.099422,0,0.878568,0.397776,1.529671,0,0,0,0
1,4,0.449717,3,0.166618,0.741031,1,1.93837,1,0.254081,1.390903,9.30412,0,0,0,0
4,0,1.422975,0,0.588834,2.462203,0,0.21534,3,2.173331,-1.0,6.484305,0,0,0,0
3,-1,0.828939,1,2.841973,-1.0,3,0.13327,1,2.914223,1.235931,1.222988,0,0,0,0
2,0,0.361717,3,0.494447,0.940144,1,-1.0,1,1.827741,0.376511,-1.0,0,0,0,0
2,2,2.461857,2,0.226655,0.463479,0,0.371549,2,-1.0,0.476072,1.322999,0,0,0,0
1,0,0.54111,0,3.098233,3.063247,1,8.353324,1,0.956801,1.411825,2.09192,1,1,0,0
4,3,0.18267,1,1.559713,1.749009,3,0.421653,0,1.158245,0.680581,1.225839,0,0,0,0
2,1,0.056022,2,0.933461,8.190457,3,0.831139,1,2.988877,1.094763,2.106619,0,0,0,1
2,2,0.416843,-1,0.906294,1.692521,1,1.445709,0,2.819181,0.362904,1.558757,0,0,0,0
3,3,3.958671,3,2.796259,1.840278,4,0.118605,0,0.238184,0.612861,1.329344,1,1,0,0
0,0,3.517458,1,1.342493,0.231016,0,17.538374,0,0.415517,0.263437,0.296351,0,0,1,0
3,0,0.487435,-1,1.907154,1.364086,-1,0.673682,1,1.544114,1.302526,0.877795,1,1,0,0
0,3,0.687664,0,0.50029,0.728674,0,0.432353,1,0.262241,0.705976,6.758716,0,0,1,0
1,1,0.62819,0,0.146995,2.285151,0,0.311496,-1,2.505872,1.304381,1.631836,0,0,0,0
1,0,0.263571,3,1.862489,1.397499,1,1.435845,2,0.759298,0.69308,3.216724,0,0,0,0
-1,1,0.387193,0,3.006955,2.678544,1,1.33757,3,2.028272,-1.0,7.473222,0,0,0,0
3,2,2.667521,0,0.798866,8.436733,1,0.322185,0,1.034802,6.080899,0.307513,1,1,0,0
2,0,1.655144,0,-1.0,0.450065,3,0.253614,0,0.90597,0.592279,13.451299,0,0,0,0
2,0,1.314017,1,0.715186,2.577208,3,2.872711,3,0.337209,1.634679,2.646161,1,1,0,0
2,0,0.26312,2,-1.0,1.980983,1,0.519075,2,0.578424,0.517214,3.19657,0,0,0,0
4,1,1.105948,2,-1.0,7.237637,1,0.178884,0,0.891103,0.8763,0.511646,0,0,0,0
1,3,0.099874,0,0.747127,2.024625,0,0.862499,1,-1.0,1.604679,2.063088,1,1,1,0
1,-1,2.322868,1,0.704287,1.824691,0,-1.0,1,2.063157,1.327431,0.448769,1,1,0,0
0,2,1.295083,4,0.154127,2.343049,2,7.028898,3,-1.0,1.995354,1.161395,1,1,1,0
3,0,0.260479,3,1.993861,2.512469,0,0.593223,0,0.970825,2.602405,-1.0,0,0,0,0
2,4,5.035061,1,0.491722,4.281786,2,0.734749,2,4.501764,1.94409,0.787564,1,1,1,0
1,1,0.165934,-1,1.158615,0.440705,1,1.245399,2,2.274034,-1.0,3.160073,1,1,0,0
0,0,-1.0,2,0.72976,0.675475,0,0.565034,-1,1.110548,1.23739,-1.0,1,1,0,0
3,4,1.74224,0,0.640316,-1.0,1,1.554194,3,0.232688,0.482588,0.133698,0,0,0,0
0,3,0.28948,0,0.888936,0.14104,0,0.361725,0,0.253171,-1.0,0.78367,0,0,1,0
2,2,0.962857,0,0.959971,0.918761,1,0.787169,2,1.891526,0.682907,3.50268,0,0,0,0
-1,2,0.194596,2,3.241639,1.161323,3,1.502025,3,2.095525,2.001528,-1.0,0,0,0,0
1,0,0.058054,0,4.573194,-1.0,1,3.11939,2,0.142982,0.285065,3.727375,1,1,0,0
0,0,0.343738,1,1.916911,4.859561,0,-1.0,3,2.013325,0.700631,2.90627,0,0,1,0
2,2,0.539763,0,3.566397,1.609523,2,0.549841,4,0.570002,0.500974,0.684778,0,0,0,0
3,0,1.90457,4,-1.0,0.678878,0,4.670339,0,0.666733,1.480622,10.008648,0,0,0,0
1,1,1.069732,1,-1.0,0.530249,2,-1.0,0,2.432459,0.561522,1.982389,1,1,0,0
-1,3,1.098061,4,4.285096,-1.0,1,0.944838,3,2.079991,0.984884,2.061268,0,0,0,0
0,3,0.362612,4,-1.0,3.208983,1,5.544202,0,0.906001,0.864736,1.87427,1,1,0,0
1,1,0.588598,0,0.504361,1.148444,3,1.069785,0,1.99016,2.791439,-1.0,1,1,0,0
2,3,0.394583,1,0.440035,0.874223,2,0.780551,1,-1.0,1.601352,1.467981,1,1,0,1
3,3,0.293765,0,0.739791,0.498933,0,0.841003,3,0.453927,1.336059,0.233477,1,1,0,0
0,2,0.55228,4,1.985559,1.453594,0,-1.0,0,3.525234,1.020552,2.286404,0,0,0,0
3,0,-1.0,1,0.327881,1.375161,3,-1.0,2,3.765083,0.464363,1.399618,0,0,0,0
2,0,0.564035,0,1.653343,0.484703,0,0.396919,0,0.525419,0.416153,0.531526,0,0,0,0
1,1,0.72361,0,0.555959,2.791045,1,2.178222,0,0.586391,-1.0,3.08399,1,1,0,1
0,0,-1.0,1,0.70676,5.507128,2,1.015332,1,2.438353,0.243152,0.698795,0,0,0,0
3,0,0.606073,4,-1.0,1.050218,2,1.265508,0,-1.0,0.963071,0.715868,0,0,0,0
0,0,0.26343,2,5.372257,1.352747,3,5.63897,3,2.22735,1.113278,1.705691,1,1,0,0
1,1,1.756729,3,0.490492,0.331233,2,0.234786,3,0.358994,0.243981,0.984287,0,0,0,0
0,4,1.304539,1,0.92303,2.090053,2,1.024723,3,0.750782,0.945364,1.262891,0,0,1,0
3,0,1.389105,0,0.340199,1.5907,3,1.892846,0,-1.0,1.006287,2.80762,0,0,0,0
2,2,-1.0,-1,0.485805,0.72173,2,0.539974,1,0.379439,7.994061,-1.0,0,0,1,1
3,2,1.578763,0,0.337112,0.47545,1,2.588598,0,0.555479,1.009465,0.439083,0,0,0,0
0,0,1.029145,4,1.277347,6.344385,1,0.580024,0,-1.0,-1.0,0.792331,0,0,0,0
2,4,10.929359,1,1.530063,1.466341,2,1.338598,1,0.165599,1.56288,0.939001,0,0,0,0
2,2,0.276659,0,1.987841,0.399448,3,0.883827,2,1.075578,-1.0,1.900483,0,0,1,0
3,1,-1.0,2,-1.0,2.352655,0,1.175608,0,3.193884,2.293283,6.971069,0,0,0,0
4,3,2.630922,-1,1.661869,1.258169,1,-1.0,0,2.37453,0.236152,0.958103,0,0,1,0
0,0,1.153253,-1,1.119744,1.060661,4,0.96854,4,0.951582,0.915195,1.03687,1,1,0,0
2,2,2.13384,0,0.943884,2.660615,2,0.622839,1,1.020842,1.324913,-1.0,1,1,0,0
0,0,1.185016,0,0.288973,0.073332,0,0.514425,4,4.445136,0.381933,-1.0,1,1,0,0
1,3,3.951347,2,1.16562,0.164139,2,1.371611,-1,-1.0,0.954361,1.96854,1,1,0,0
0,1,-1.0,2,1.203166,3.971797,-1,-1.0,1,0.909746,1.098626,1.039811,0,0,0,0
1,2,3.828449,2,1.107083,0.879042,3,-1.0,0,0.532787,0.844761,3.480021,0,0,0,0
1,0,3.225205,0,1.4919,0.652612,2,1.40971,3,2.356775,0.411683,3.121066,0,0,0,0
2,2,0.298111,-1,2.002899,0.262434,0,0.629674,0,-1.0,0.470583,2.385593,0,0,0,0
1,3,1.87886,2,0.33353,1.213913,3,4.73717,0,-1.0,0.725671,0.232013,0,0,0,0
2,1,0.957873,3,-1.0,1.373354,1,12.051394,3,1.792492,1.469064,1.980413,0,0,0,0
1,2,0.545211,1,1.674924,4.224136,3,4.011025,1,0.70039,-1.0,0.392682,1,1,0,0
0,1,0.151281,1,0.764606,1.451279,1,3.793635,0,-1.0,1.220506,0.151994,1,1,1,0
3,3,0.363923,-1,2.610191,0.738741,0,-1.0,2,6.946716,0.793563,1.24726,1,1,0,0
0,1,2.030155,2,1.09437,1.500317,1,0.810721,2,4.967086,-1.0,3.888271,0,0,0,0
1,3,2.256559,3,0.141575,-1.0,0,0.149709,0,0.464409,0.735758,2.037514,0,0,1,0
2,3,0.810009,-1,2.315045,2.438102,2,0.358794,0,1.210084,0.434823,0.414058,0,0,0,0
1,1,2.263665,2,0.889493,1.861597,-1,0.508272,0,0.801894,0.048416,16.386783,1,1,0,0
0,0,2.573483,1,0.170382,1.31598,2,3.345905,1,1.068464,0.986545,2.262962,1,1,1,1
1,1,1.167238,0,0.777019,0.559156,3,1.291923,3,0.670069,0.770841,0.430957,0,0,0,0
4,3,0.485618,0,0.281291,0.356009,1,0.517098,2,1.996756,3.443663,0.129296,1,1,0,0
2,0,1.554345,0,2.123639,0.303915,3,0.157996,2,0.321724,1.991798,-1.0,1,1,0,0
2,1,1.627402,0,0.964794,1.482851,3,10.156836,0,0.674449,1.609895,0.140299,0,0,0,0
2,3,1.961961,0,0.397029,1.645888,2,1.704571,0,2.395319,0.368061,0.357088,0,0,0,0
0,1,2.375964,1,2.249815,2.987104,1,2.480623,0,-1.0,2.772255,0.182866,0,0,0,0
1,2,0.256106,1,1.58174,1.753707,2,0.585283,0,1.361424,-1.0,0.470652,0,0,0,0
3,0,-1.0,1,0.789967,2.860143,2,0.870566,0,0.578227,0.699689,0.586518,0,0,0,0
0,0,0.149775,0,0.287769,0.877616,0,-1.0,1,5.02968,0.457096,0.417397,0,0,0,0
0,3,2.11065,0,-1.0,2.161587,3,1.066451,0,-1.0,0.519471,9.976261,1,1,1,0
0,0,0.808713,2,0.424239,0.367339,-1,6.333083,3,0.455191,0.773709,0.829687,0,0,0,0
1,0,1.538509,1,2.109598,0.94159,1,0.299908,3,4.271801,0.358182,3.773973,0,0,0,0
-1,3,0.228623,1,0.186207,0.160175,2,0.959576,2,1.022017,1.039069,-1.0,0,0,0,0
0,1,-1.0,2,0.953863,1.032089,2,1.434583,0,1.140261,-1.0,0.812992,0,0,0,0
1,-1,0.302904,3,0.778579,3.403439,2,0.889748,3,2.428536,1.986945,0.619941,0,0,0,0
0,-1,-1.0,1,2.816624,1.072734,1,2.705603,-1,0.545651,0.86138,-1.0,0,0,0,0
-1,0,1.125188,2,1.262049,2.058186,3,0.176287,0,4.251562,-1.0,0.354816,0,0,0,0
0,0,-1.0,-1,1.707807,1.314144,1,6.578252,2,1.780804,0.733789,0.534271,0,0,1,0
1,2,0.763257,3,0.591342,0.565285,0,0.253975,3,-1.0,0.323329,0.526359,0,0,0,0
2,1,0.528315,1,0.292001,0.829736,3,0.322998,1,0.648923,0.550664,1.077609,1,1,0,0
2,0,3.651712,2,0.722184,3.253348,2,0.637977,1,0.284681,0.389114,0.403029,0,0,0,0
1,2,1.012693,0,2.175291,2.047612,3,0.523308,1,1.360326,8.085942,2.551635,0,0,0,0
1,0,0.28105,2,2.170355,0.539239,0,1.528831,1,0.837129,0.711879,2.929163,0,0,0,0
1,3,0.681159,-1,0.650127,0.249706,0,1.361643,1,1.367117,2.049475,0.487828,1,1,0,0
0,0,1.136938,1,0.422847,1.229794,4,1.120256,4,0.182372,0.736114,-1.0,0,0,0,0
0,0,2.454211,4,0.347608,-1.0,0,0.242227,2,0.5922,0.797036,0.431668,0,0,1,0
1,0,-1.0,1,0.872296,0.837415,3,0.869834,0,0.374519,0.621747,1.195784,1,1,0,0
0,-1,0.584045,-1,1.146314,0.233535,3,1.019929,2,1.6372,0.498546,3.222284,1,1,0,0
0,2,1.023709,2,4.363138,2.831348,2,-1.0,2,0.547819,0.509248,1.108796,0,0,0,0
2,3,2.3951,0,1.131259,0.907576,0,1.220723,0,1.600535,1.454223,0.900269,0,0,0,0
-1,1,0.254424,2,1.847376,1.056181,2,1.466176,1,0.586799,0.941884,9.851895,0,0,0,0
2,1,1.657573,0,0.458192,0.434773,3,7.117061,4,5.083976,-1.0,1.433743,0,0,0,0
0,0,0.628724,0,1.042583,0.757763,1,0.313453,2,1.052953,0.802345,0.430369,0,0,0,0
0,1,0.722937,3,1.150364,-1.0,1,0.678339,0,2.498888,0.758615,0.398172,0,0,0,0
-1,2,7.400709,0,0.868897,0.541584,1,0.321149,0,0.892825,-1.0,9.769966,1,1,0,0
0,2,0.821627,3,-1.0,0.805847,0,4.985429,1,2.516474,1.832818,0.47682,0,0,0,0
0,0,-1.0,0,-1.0,3.999988,3,5.337961,1,0.461626,1.12302,0.495896,0,0,0,0
2,4,2.052203,0,1.617751,0.173767,3,4.611375,1,0.958893,3.840972,1.02715,1,1,0,0
2,0,0.307271,-1,3.219152,1.202691,-1,-1.0,2,0.628109,13.170517,2.078944,1,1,0,0
2,-1,0.157963,1,0.103773,0.455907,2,1.463018,0,6.479377,2.268757,0.289222,0,0,0,0
0,0,2.272731,2,3.045721,3.805662,3,-1.0,0,0.304645,1.456449,0.756909,0,0,0,0
0,1,0.338393,2,0.18072,0.834663,0,2.158543,1,7.926825,0.13522,0.261483,0,0,0,0
-1,1,0.189345,2,1.361739,0.350935,2,0.277657,0,0.253018,3.994064,0.858254,0,0,0,0
0,1,2.790337,4,-1.0,0.80605,2,0.276711,3,2.087566,3.41196,2.273981,0,0,0,0
2,2,0.360802,2,0.958352,1.418549,4,0.657131,0,0.536952,4.639495,0.777929,1,1,0,0
2,1,-1.0,1,1.19724,16.048613,3,6.599547,2,1.290287,2.217315,7.166067,1,1,1,0
2,1,7.202104,3,0.733256,0.121261,4,0.598424,1,0.842946,-1.0,0.428813,0,0,0,0
1,2,0.190189,0,1.948895,0.301461,3,-1.0,1,0.435846,-1.0,1.24331,0,0,1,0
0,2,0.284709,1,1.436498,3.688496,3,1.333453,3,1.084432,0.336061,3.696667,0,0,0,0
2,3,0.631474,-1,0.508623,0.22114,0,2.456194,1,0.658952,1.083687,2.742589,1,1,1,0
3,0,0.786426,2,0.891943,1.009678,3,3.497403,2,1.770707,0.496059,14.049913,0,0,0,0
4,2,0.409121,3,0.32679,0.616705,2,0.326157,1,0.365868,2.360805,1.382341,0,0,0,0
0,2,0.313908,2,0.88786,-1.0,1,-1.0,2,1.603957,0.564507,0.408668,0,0,0,0
0,1,4.526705,3,-1.0,0.841817,0,1.251714,3,2.372907,-1.0,1.087465,0,0,0,0
4,1,1.300809,4,1.146302,0.716998,2,1.383706,2,0.89741,1.302576,0.432513,1,1,1,0
2,1,1.795294,0,0.491687,2.877902,1,2.376892,2,0.266384,0.619955,1.128107,0,0,0,0
3,0,0.871774,0,0.807,3.774601,1,2.270691,3,5.653691,0.403287,-1.0,0,0,0,0
0,0,1.335699,1,1.008811,1.531586,2,1.025822,4,1.595183,0.163171,2.007021,0,0,1,0
2,0,-1.0,2,1.081574,0.789723,4,3.165716,1,-1.0,2.536506,0.900861,0,0,0,0
2,2,0.369243,0,1.315588,1.294947,3,-1.0,2,1.638621,0.398051,0.503124,0,0,0,1
2,2,1.303217,0,0.840156,-1.0,1,-1.0,0,0.187184,0.681655,1.384183,0,0,1,0
1,-1,2.005799,1,0.455348,2.722902,1,0.589307,1,3.242574,0.690046,-1.0,1,1,0,0
0,2,4.687022,-1,1.085535,1.447802,0,2.039894,1,-1.0,0.127325,0.285364,0,0,0,0
2,0,7.01388,2,-1.0,4.60739,1,3.331983,3,2.279804,1.332251,0.360919,1,1,0,1
0,3,1.072358,1,2.786108,0.539824,0,0.598188,1,0.366754,4.075508,0.748545,0,0,1,0
1,3,3.122516,0,3.160536,3.126632,-1,1.140605,2,0.136822,2.610591,0.264074,0,0,0,0
-1,1,0.069241,1,0.253579,2.022552,2,4.781461,0,3.911888,0.68652,0.163505,0,0,0,0
1,2,-1.0,0,1.853646,0.543351,0,1.486598,1,0.862886,2.870736,0.356783,0,0,0,0
3,-1,0.483897,0,2.265384,1.261985,1,-1.0,4,0.67609,0.1766,1.46609,0,0,0,0
0,1,0.785765,4,0.260323,1.35179,1,4.31287,0,3.205872,2.298307,1.107283,0,0,0,0
2,4,1.554423,-1,1.785097,0.867593,1,0.62469,0,0.554118,0.481399,-1.0,1,1,0,0
-1,0,0.85775,0,2.449674,0.858185,0,0.183393,1,2.143242,2.63293,0.392117,0,0,0,0
0,0,1.217079,0,0.386878,-1.0,-1,0.458788,2,1.024006,1.036245,1.445989,0,0,1,0
0,1,4.892449,1,0.789511,0.501944,0,3.114316,1,1.280125,0.299943,1.372199,0,0,1,0
1,2,0.680982,1,-1.0,0.787909,0,1.683195,1,5.100132,1.280371,3.465578,0,0,0,0
0,3,0.337252,0,1.769077,-1.0,0,1.070485,2,0.61329,1.000951,0.081162,1,1,0,0
2,-1,6.13165,1,0.372157,0.425001,2,2.889633,0,0.559724,1.26909,0.17447,0,0,0,0
4,1,1.693444,0,3.180399,2.889523,0,1.181587,3,0.816902,0.448425,2.555202,1,1,0,0
1,0,6.836248,3,0.131421,0.901293,0,0.800645,0,0.300326,0.31001,1.605613,1,1,1,0
0,3,-1.0,2,3.757469,8.729794,1,2.305092,1,2.550844,1.847102,-1.0,0,0,0,0
1,2,0.266177,2,1.733717,1.249505,2,0.682478,2,2.233432,0.935075,0.409777,0,0,0,0
2,0,1.90672,1,0.536992,2.829656,0,1.632718,3,0.990687,-1.0,-1.0,1,1,0,0
0,1,-1.0,4,2.373595,0.812108,1,0.451702,3,0.396885,1.741162,-1.0,0,0,0,0
2,2,1.007459,-1,0.350709,0.515986,1,0.34835,2,0.064236,2.029827,0.096794,0,0,0,0
2,3,0.927081,0,1.121802,1.300631,0,0.420745,1,0.434447,5.045545,1.149767,0,0,1,0
2,1,0.198362,0,1.26935,3.652881,1,0.974272,0,-1.0,1.220491,-1.0,1,1,0,0
0,1,0.44361,1,-1.0,0.914779,0,0.523116,0,0.149697,0.368917,0.845711,0,0,0,0
2,-1,9.071951,0,-1.0,1.563268,0,0.538012,3,-1.0,0.461309,0.488544,0,0,0,0
0,2,1.269188,1,0.608915,1.29377,1,0.857751,3,1.515154,0.748147,-1.0,0,0,0,0
0,1,0.838957,2,1.135127,0.906648,0,-1.0,-1,1.723609,1.235243,-1.0,0,0,0,0
3,0,6.128134,1,0.483481,0.954255,0,0.212025,0,0.860708,3.970797,1.084464,1,1,0,0
2,2,0.672848,1,-1.0,0.368441,1,-1.0,1,2.090779,-1.0,1.128922,1,1,0,0
0,0,-1.0,1,0.541114,0.988973,4,1.491777,2,0.740168,5.362443,0.235999,0,0,0,0
0,0,2.693396,-1,2.718282,1.921861,2,1.149378,2,0.850466,5.857747,0.399787,0,0,0,0
0,1,0.669827,0,4.771616,1.344083,3,0.254047,2,4.075468,-1.0,2.085158,0,0,0,0
0,0,0.474013,2,0.742699,1.202233,3,1.546939,3,2.998156,1.877548,0.590797,1,1,0,0
0,2,0.105004,0,2.50994,2.064755,-1,1.544117,1,0.989112,0.631697,0.521251,0,0,1,0
0,0,0.391998,0,0.808718,1.215232,3,0.739181,0,-1.0,5.368441,12.299353,0,0,0,0
1,2,0.38828,2,0.392024,1.014013,2,7.09483,0,0.92125,0.528771,1.072031,1,1,0,0
2,0,1.17183,0,0.653301,-1.0,1,3.558047,0,0.603031,3.326663,0.841708,0,0,0,0
2,0,0.543102,0,1.089338,-1.0,0,0.670943,1,1.135369,0.356131,0.873035,1,1,0,0
2,0,8.653977,0,0.167469,0.789311,2,0.683574,0,1.351047,1.896766,-1.0,1,1,0,0
0,4,0.347278,2,1.869473,1.597229,-1,0.232729,1,0.30349,-1.0,0.930053,0,0,0,0
-1,3,-1.0,2,-1.0,0.965395,1,3.403233,2,-1.0,2.480402,6.959491,1,1,0,0
3,0,1.245769,0,2.719761,0.754641,2,-1.0,3,8.286922,0.626879,1.511463,0,0,0,0
3,3,-1.0,2,1.837007,1.168151,1,-1.0,3,2.585882,0.763696,0.202833,0,0,0,0
3,2,-1.0,0,1.127439,1.181862,1,0.118369,0,1.942681,4.656094,0.645775,0,0,0,0
4,-1,-1.0,2,0.700588,0.331667,1,2.176088,0,1.616725,0.603018,1.109885,0,0,1,0
1,1,0.988514,1,4.585328,-1.0,1,0.600708,0,0.368672,0.623993,-1.0,0,0,1,1
0,2,0.769335,2,8.757169,6.33768,1,1.793743,-1,0.369185,4.501853,0.626341,0,0,1,0
2,0,0.322073,-1,0.712376,0.375457,2,1.684088,1,1.177169,0.93926,0.382501,0,0,0,0
2,1,1.583482,4,2.835713,0.60497,3,0.979566,0,0.651682,0.946317,0.672885,0,0,0,0
2,-1,5.565241,0,0.493245,16.119444,3,0.49791,3,0.235357,6.288665,1.072532,1,1,0,0
1,1,0.069045,3,0.555612,0.439493,0,-1.0,1,0.70427,-1.0,2.011097,1,1,0,0
0,0,0.58598,0,0.679604,-1.0,3,0.433479,3,1.569382,0.481226,0.315417,0,0,0,0
1,0,0.28772,-1,1.983142,0.795562,1,2.859292,0,1.786578,1.196292,0.9179,0,0,0,0
4,2,1.074417,0,0.341327,-1.0,1,0.48595,1,0.434847,1.032941,0.72087,0,0,0,0
2,2,0.722079,1,4.711302,0.877071,2,1.023004,1,0.955123,0.459148,0.802345,0,0,0,1
1,1,0.545705,0,-1.0,1.530662,1,0.474358,3,1.514019,2.239003,0.440706,0,0,0,0
0,-1,1.992733,0,1.937726,0.206026,0,1.172029,3,0.28132,1.015397,0.953649,0,0,0,0
1,0,5.135521,2,0.745415,-1.0,1,0.356379,2,0.461887,1.067068,1.638343,0,0,0,0
3,1,14.315153,4,2.292144,0.66807,2,0.445239,0,0.986896,-1.0,0.24862,1,1,0,0
2,4,0.477291,2,0.054076,-1.0,1,9.919768,1,0.402842,0.351321,5.631655,0,0,0,0
3,1,0.161884,2,1.554107,3.06758,2,2.326156,-1,0.720408,0.441705,2.564151,0,0,0,0
1,0,1.749266,3,1.173654,0.121541,2,1.446938,2,12.131234,-1.0,0.207092,1,1,0,0
2,1,5.005237,0,0.151645,8.57153,2,1.672161,3,0.221524,-1.0,-1.0,1,1,0,0
0,3,2.256218,0,-1.0,1.853273,3,1.357494,1,4.156435,1.001709,4.547443,1,1,0,0
2,0,4.984569,0,1.805598,-1.0,1,0.914944,1,1.407289,2.70411,0.604831,1,1,0,0
1,4,0.798128,1,0.156651,3.81177,0,2.131275,1,0.294046,-1.0,-1.0,0,0,0,0
1,3,0.543582,0,0.305205,0.472187,1,0.437366,2,-1.0,3.152264,1.094701,0,0,0,0
2,0,1.122363,0,7.880483,0.494196,1,4.930968,3,-1.0,0.198532,0.252209,1,1,0,0
4,2,0.718526,0,-1.0,0.165139,2,1.127875,1,3.337885,2.643365,2.792599,1,1,0,0
0,1,1.940788,0,2.652828,0.421488,0,2.229339,1,1.935748,0.924954,0.152458,0,0,0,0
3,1,2.637332,4,3.085772,0.47418,1,4.822935,1,1.216921,-1.0,1.335611,1,1,0,0
0,3,-1.0,0,-1.0,2.266294,3,1.634288,0,0.73606,0.059456,-1.0,0,0,0,0
1,-1,-1.0,1,2.765555,3.212964,2,0.444641,4,3.218507,1.651535,0.184751,0,0,0,0
0,0,1.278672,2,0.120888,0.289156,2,3.385644,1,0.675677,2.690382,0.745948,0,0,0,0
1,1,2.213172,1,0.794113,1.310672,3,-1.0,3,0.246552,1.063928,3.126284,0,0,0,0
1,1,0.140438,0,0.045932,0.158777,3,0.14277,2,0.150187,1.827818,1.495268,0,0,0,0
0,1,1.234382,1,0.174454,1.315668,2,0.903143,3,0.290544,-1.0,-1.0,0,0,0,0
1,1,1.053879,0,-1.0,8.689194,1,-1.0,4,2.23215,1.057075,0.502933,1,1,0,0
4,0,1.237484,1,0.514076,0.16867,-1,0.767931,2,0.695431,2.609706,0.390348,0,0,0,0
0,2,0.916106,0,1.04228,0.362523,2,0.28767,3,0.462085,0.228212,0.818984,1,1,0,1
3,1,1.540113,2,0.979561,2.069434,0,-1.0,0,0.648191,1.103462,-1.0,1,1,1,0
1,0,0.562928,2,1.143098,2.328431,0,0.157375,2,2.292043,-1.0,1.821876,0,0,0,0
2,3,-1.0,1,1.1909,-1.0,2,2.598953,3,1.883855,0.640156,1.559875,0,0,0,0
0,3,1.605844,1,-1.0,4.364841,4,-1.0,0,1.175865,1.291475,2.661098,1,1,0,1
0,1,1.162631,1,0.383259,0.442383,0,3.894745,2,0.548924,0.308187,1.122791,1,1,0,0
0,0,0.49782,3,0.484425,5.33062,0,0.970863,3,0.676683,1.078496,-1.0,0,0,0,0
0,2,2.259892,0,0.963794,1.597838,3,1.312478,3,0.876052,0.486277,0.257928,0,0,0,0
0,0,1.229564,2,-1.0,3.565182,4,2.915156,1,0.408754,0.596203,2.134716,0,0,0,0
2,0,0.469783,3,0.338942,1.448934,0,0.792244,2,0.895371,1.771369,2.73423,1,1,0,0
3,2,0.944914,1,2.949275,-1.0,1,-1.0,1,0.387989,0.171781,7.180335,0,0,0,0
3,0,1.875889,0,2.06432,2.034261,2,0.56512,2,1.441676,-1.0,11.285754,0,0,0,0
2,0,1.735983,1,0.423282,3.141771,1,1.191899,1,1.613118,2.064399,-1.0,1,1,0,0
0,0,1.627441,0,0.81191,0.967705,3,0.489859,2,3.056318,0.854845,1.442797,0,0,0,0
0,0,-1.0,0,7.459882,0.406609,0,1.605278,1,1.297549,0.479669,0.656739,0,0,1,0
1,0,2.789381,0,1.174188,0.924096,0,0.257921,0,1.257043,1.569078,0.417379,1,1,0,0
0,-1,3.448007,0,1.485403,0.512996,0,0.784544,0,0.43356,0.330437,1.069118,0,0,0,0
1,0,-1.0,1,0.54393,-1.0,0,1.500127,0,0.953596,0.319944,0.900384,1,1,0,0
1,0,0.555742,3,0.731168,5.231914,0,1.141692,2,0.359686,-1.0,6.720709,0,0,0,0
1,0,0.347128,0,-1.0,1.864006,0,0.479447,3,0.181902,0.870709,1.796814,0,0,0,0
1,4,0.580457,4,1.119962,1.780221,3,2.085582,0,0.767086,0.475817,0.79467,1,1,0,0
3,1,7.054437,-1,0.931529,2.923097,0,1.300162,0,0.604252,0.768109,-1.0,1,1,0,0
3,1,-1.0,-1,1.00767,1.854306,4,0.123811,1,-1.0,3.793199,1.70602,0,0,0,0
1,3,8.384978,3,12.748107,6.469362,1,1.576674,2,0.382237,0.964466,1.147982,0,0,0,0
4,1,0.886745,1,1.04061,0.123114,2,0.655605,0,16.667895,-1.0,0.636675,1,1,0,0
-1,1,0.771967,0,0.436016,0.368766,0,0.591576,0,0.618827,-1.0,0.503339,0,0,0,0
1,0,0.928619,2,0.51926,0.496252,0,0.436082,0,-1.0,0.120109,1.731752,1,1,0,0
1,1,0.911946,2,2.183122,0.252659,2,0.366767,1,0.567307,5.012842,0.665526,0,0,0,0
